gender,age,school_type,distance_from_home,parental_education,family_support,internet_access,study_hours,attendance,absences,previous_grades,sleep_hours,extracurricular,tutoring,motivation_level,performance
Male,18,Private,Near,College,High,Yes,3.6,72.8,8,41.0,8.1,Yes,No,Medium,Medium
Male,15,Public,Far,High School,High,Yes,11.8,70.6,5,80.4,6.3,No,No,Low,Medium
Male,15,Private,Near,High School,,Yes,6.0,74.1,5,88.6,7.0,Yes,No,High,High
Male,15,Public,Near,College,Medium,Yes,4.8,55.4,11,59.6,6.6,No,No,Low,Low
Male,17,Public,Moderate,College,Medium,No,4.0,71.3,3,93.4,5.4,Yes,No,Low,Medium
Female,15,Private,Near,College,High,Yes,4.0,73.3,9,57.6,6.9,No,Yes,Medium,Medium
Male,15,Public,Near,High School,Medium,No,5.1,77.9,12,74.6,8.5,Yes,Yes,Low,Medium
Male,18,Public,Near,College,Medium,Yes,5.2,81.6,4,63.4,8.2,Yes,No,Low,Low
Female,18,Public,Moderate,College,Medium,Yes,4.1,84.3,9,63.4,7.3,No,No,High,Medium
Male,15,Private,Moderate,High School,Low,Yes,4.5,79.8,5,58.7,8.3,Yes,No,Medium,Medium
Female,18,Public,Near,College,High,No,7.7,73.0,10,78.5,5.7,Yes,No,High,Medium
Female,18,Private,Near,High School,Medium,Yes,7.8,56.4,0,80.7,6.6,No,Yes,Low,Medium
Male,15,Public,Far,High School,Medium,Yes,5.5,73.1,0,67.0,7.5,No,No,High,Medium
Male,17,Public,Near,High School,High,Yes,2.3,68.3,4,47.6,6.8,Yes,No,Medium,Low
Female,15,Private,Near,High School,Medium,Yes,6.1,85.6,2,74.0,6.7,No,No,Low,Medium
Female,18,Public,Near,College,Low,Yes,8.1,90.9,4,74.3,5.6,Yes,No,High,High
Male,17,Public,Moderate,College,Medium,Yes,7.7,91.3,5,64.7,4.5,Yes,Yes,High,Medium
Female,16,Public,Moderate,Postgraduate,High,Yes,6.5,89.1,9,96.0,8.0,Yes,Yes,Low,Medium
Male,17,Public,Near,College,Medium,Yes,7.8,78.4,4,44.5,7.3,Yes,No,High,Medium
Female,18,Private,Moderate,None,High,Yes,5.1,73.7,3,34.7,8.1,No,Yes,Medium,Medium
Male,17,Public,Near,Postgraduate,Medium,Yes,6.3,71.0,5,57.0,6.5,Yes,No,High,High
Female,15,Private,Near,Postgraduate,Medium,Yes,3.6,61.9,3,78.7,6.1,No,No,High,Medium
Female,16,Public,Moderate,High School,Low,Yes,5.6,91.9,2,52.2,7.0,No,Yes,Low,Medium
Female,16,Public,Near,College,Medium,Yes,7.7,77.9,0,53.3,8.0,No,No,Low,Medium
Male,16,Private,Moderate,Postgraduate,High,No,3.8,65.0,6,82.3,6.7,Yes,No,Medium,Medium
Male,18,Public,Near,College,High,Yes,3.3,70.1,4,74.9,8.0,No,No,High,Medium
Male,18,Public,Moderate,Postgraduate,Medium,Yes,5.2,69.6,10,73.7,5.8,No,Yes,Medium,Medium
Male,16,Public,Near,,Medium,Yes,4.5,80.5,0,79.7,6.8,Yes,No,Medium,Medium
Male,17,Public,Far,High School,High,No,6.3,92.8,4,61.6,,Yes,No,Low,Medium
Female,16,Public,Near,High School,Medium,Yes,4.1,75.8,13,62.3,,Yes,No,High,Medium
Male,17,Public,Far,College,Low,Yes,8.4,53.0,2,80.1,,No,No,Medium,Medium
Male,17,Public,Near,College,High,Yes,2.4,77.7,5,47.8,9.1,No,No,High,Medium
Female,18,Public,Moderate,Postgraduate,Medium,Yes,7.5,78.1,1,35.9,5.4,Yes,Yes,High,Medium
Female,17,Public,Near,High School,High,No,3.5,77.3,1,61.5,7.2,No,Yes,Low,Medium
Female,16,Public,Far,None,Medium,No,1.4,72.5,12,82.0,7.2,Yes,No,Medium,Low
Female,18,Public,Near,College,High,Yes,5.5,82.6,7,71.8,7.7,No,No,High,Medium
Male,15,Private,Near,College,Medium,No,4.5,80.8,7,80.9,6.0,Yes,No,Low,Medium
Male,15,Private,Moderate,High School,Medium,No,2.8,79.7,0,37.8,9.0,No,Yes,High,Medium
Female,18,Public,Near,College,Medium,Yes,1.6,85.0,7,72.7,7.0,Yes,No,High,Medium
Female,16,Private,Near,College,Medium,Yes,5.0,74.8,11,77.8,5.7,Yes,Yes,Medium,Medium
Male,15,Public,Far,College,Low,Yes,7.0,74.2,11,47.7,7.0,No,No,Low,Medium
Female,15,Public,Far,College,Medium,Yes,6.2,96.6,9,80.9,6.6,Yes,Yes,Low,Medium
Male,17,Public,Near,High School,Low,Yes,5.1,86.7,1,66.3,10.0,Yes,No,Medium,Medium
Male,17,Public,Far,Postgraduate,High,Yes,6.0,89.9,7,100.0,8.3,No,Yes,Low,Medium
Female,16,Public,Moderate,College,Medium,No,4.9,94.7,9,35.3,7.1,Yes,No,Medium,Medium
Female,18,Public,Near,High School,Low,No,2.1,86.3,0,88.5,6.9,No,Yes,Medium,Medium
Female,16,Public,Moderate,High School,Low,Yes,2.2,91.1,2,62.1,8.1,Yes,No,Medium,Low
Male,18,Private,Moderate,College,Low,Yes,4.6,61.0,10,43.7,8.2,Yes,No,Medium,Low
Female,15,Public,Far,High School,Medium,No,4.7,82.4,10,60.1,4.0,Yes,No,High,Medium
Male,17,Public,Near,High School,Low,No,6.7,77.8,0,72.2,7.8,No,Yes,Medium,Medium
Male,16,Private,Moderate,College,High,No,6.5,100.0,9,83.6,7.0,Yes,Yes,Medium,Medium
Female,16,Public,Near,,,Yes,6.2,91.1,6,93.8,5.4,No,No,High,High
Female,18,Public,Near,College,Medium,Yes,4.4,72.4,9,89.3,8.1,No,Yes,Medium,Medium
Female,18,Private,Near,High School,High,Yes,2.2,84.5,3,53.5,,Yes,Yes,High,Medium
Female,16,Private,Far,College,High,No,5.8,82.0,9,85.0,7.7,No,No,Low,Medium
Female,18,Private,Far,High School,Low,Yes,6.1,85.5,9,73.9,8.3,No,No,High,Medium
Female,16,Private,Moderate,None,High,No,0.2,67.8,5,58.2,9.2,Yes,Yes,Medium,Low
Male,16,Private,Moderate,High School,Medium,Yes,3.3,84.3,6,64.8,6.0,Yes,Yes,High,Medium
Male,16,Private,Near,Postgraduate,High,No,3.6,77.3,3,57.4,4.8,Yes,No,High,Medium
Male,15,Public,Near,Postgraduate,Medium,Yes,5.2,83.4,13,68.6,,No,No,Medium,Medium
Male,18,Public,Near,High School,High,Yes,3.4,71.3,6,57.1,6.7,No,Yes,Medium,Low
Female,17,Public,Near,College,High,Yes,4.9,73.0,2,52.6,5.4,Yes,Yes,High,Medium
Male,17,Public,Moderate,College,Medium,Yes,4.6,94.1,3,75.2,6.9,Yes,No,Low,Medium
Male,18,Private,Moderate,Postgraduate,Medium,Yes,4.7,67.4,7,77.4,7.9,No,Yes,High,Medium
Male,16,Public,Near,High School,Medium,Yes,3.6,68.3,9,65.2,6.8,Yes,No,Low,Low
Female,17,Public,Near,College,Low,Yes,3.7,79.4,1,88.5,6.1,No,No,High,Medium
Male,17,Public,Near,None,Low,Yes,2.8,70.7,13,64.1,6.7,Yes,No,Medium,Low
Female,18,Private,Near,High School,Low,No,5.8,69.4,7,63.5,7.0,No,No,Medium,Medium
Male,17,Public,Far,Postgraduate,Medium,Yes,6.1,81.3,8,77.9,4.7,No,Yes,Low,Medium
Male,16,Private,Moderate,College,,Yes,3.5,61.9,6,66.0,6.8,Yes,Yes,Medium,Medium
Female,18,Public,Far,High School,Medium,No,8.0,67.9,6,69.3,5.4,Yes,No,Medium,Medium
Female,16,Public,Moderate,High School,Low,Yes,4.4,100.0,5,30.2,7.8,Yes,No,Medium,Medium
Male,17,Public,Near,College,Medium,No,8.1,85.5,10,68.3,5.1,Yes,Yes,Low,Medium
Female,17,Public,Near,College,High,Yes,3.7,71.0,6,40.6,8.2,Yes,Yes,High,Medium
Female,16,Private,Far,High School,Medium,Yes,0.9,85.0,9,49.7,6.5,No,Yes,Low,Low
Male,15,Private,Moderate,Postgraduate,Medium,Yes,5.8,86.8,4,48.0,6.3,Yes,Yes,High,High
Female,17,Public,Near,None,,Yes,5.5,91.9,7,52.4,7.4,Yes,No,Medium,Medium
Female,15,Public,Moderate,High School,High,Yes,5.1,78.5,3,59.8,6.0,No,No,Medium,Medium
Female,17,Public,Moderate,Postgraduate,Medium,Yes,3.7,91.7,11,60.7,7.3,No,No,Low,Medium
Female,15,Private,Moderate,High School,High,Yes,4.9,55.5,3,78.0,6.1,Yes,Yes,Medium,Medium
Female,15,Private,Far,High School,Medium,Yes,4.0,67.3,5,71.3,6.3,No,Yes,Medium,Medium
Female,15,Public,Moderate,College,High,Yes,4.4,82.0,5,39.5,7.5,No,Yes,Low,Medium
Female,16,Public,Moderate,College,Medium,Yes,6.7,84.0,5,69.2,5.6,No,Yes,Low,Medium
Female,15,Private,Near,High School,Medium,Yes,5.4,69.1,9,72.8,5.5,Yes,Yes,Low,Medium
Female,15,Public,Near,Postgraduate,Low,Yes,6.2,83.1,5,63.1,7.3,Yes,Yes,Low,Medium
Female,15,Public,Near,College,High,Yes,4.5,72.5,12,67.1,7.0,No,No,Low,Low
Female,17,Public,Near,High School,Medium,Yes,4.3,76.7,3,70.9,7.2,No,No,Low,Low
Male,15,Public,Moderate,College,Medium,Yes,2.7,92.3,7,79.5,7.4,No,Yes,Medium,Medium
Female,17,Private,Moderate,High School,Medium,Yes,4.3,90.9,3,44.4,7.1,Yes,No,Medium,Medium
Female,15,Private,Near,High School,High,Yes,0.0,68.0,8,64.3,7.7,No,No,Medium,Low
Male,15,Public,Far,College,High,Yes,3.8,67.3,6,90.6,7.1,No,No,Low,Low
Female,16,Public,Near,Postgraduate,,Yes,4.8,75.1,5,89.2,4.6,Yes,No,Medium,Medium
Male,17,Public,Near,High School,Medium,Yes,6.1,79.7,11,80.8,4.9,Yes,No,Medium,Medium
Male,15,Public,Near,High School,Medium,Yes,4.5,72.1,3,76.1,9.3,No,No,Medium,Medium
Female,17,Public,Near,College,Medium,Yes,5.7,92.5,8,92.8,7.0,No,Yes,High,Medium
Male,17,Public,Near,High School,High,Yes,0.6,84.2,3,96.8,8.1,Yes,No,Medium,Medium
Female,18,Public,Moderate,High School,Low,Yes,4.9,84.9,6,66.1,6.6,No,No,Medium,Medium
Female,16,Public,Near,None,Medium,No,1.6,64.8,1,53.5,,No,No,Medium,Low
Male,16,Public,Far,College,Medium,No,2.6,94.0,3,63.9,6.5,No,No,Medium,Low
Male,16,Public,Near,High School,Medium,Yes,4.6,46.2,6,100.0,10.0,No,No,High,Medium
Male,18,Public,Near,High School,Medium,Yes,7.6,90.0,13,44.5,7.3,No,No,High,Medium
Female,18,Public,Near,College,Medium,Yes,5.7,91.2,6,60.9,6.4,Yes,Yes,Medium,Medium
Female,16,Private,Moderate,College,Low,No,5.0,74.8,13,46.8,5.0,Yes,No,High,Medium
Female,18,Public,Near,College,,Yes,5.0,95.3,7,69.9,9.4,No,No,Medium,Medium
Male,18,Public,Far,High School,Medium,No,3.6,79.2,4,50.0,6.8,Yes,No,Medium,Medium
Female,18,Private,Moderate,College,Low,Yes,3.9,80.7,12,66.4,7.9,No,No,Low,Low
Female,16,Private,Moderate,High School,Low,Yes,5.9,84.1,8,38.7,8.0,No,Yes,Medium,Medium
Female,16,Public,Moderate,High School,High,Yes,2.2,100.0,3,77.3,6.4,Yes,No,High,Medium
Male,16,Private,Near,College,Medium,Yes,6.2,96.1,8,86.3,7.8,No,Yes,High,High
Female,18,Public,Near,None,Medium,Yes,4.2,88.4,5,62.2,6.3,Yes,No,Medium,Medium
Female,16,Public,Near,None,High,Yes,6.7,69.0,0,66.0,5.8,Yes,Yes,Medium,Medium
Female,18,Public,Moderate,None,High,Yes,6.9,81.7,10,65.5,8.4,Yes,No,Medium,Medium
Male,15,Private,Near,High School,Medium,No,1.7,70.2,10,70.7,6.8,No,No,High,Low
Female,18,Private,Near,None,Medium,Yes,3.8,89.9,13,67.4,7.6,Yes,No,Medium,Medium
Female,17,Public,Far,Postgraduate,Medium,Yes,3.3,81.7,8,79.5,7.5,No,No,Medium,Medium
Male,16,Public,Near,High School,,Yes,1.4,66.5,5,86.5,7.8,Yes,No,Medium,Low
Female,16,Public,Far,,Medium,Yes,2.9,81.0,9,55.8,5.1,Yes,No,High,Medium
Female,17,Public,Moderate,High School,High,Yes,9.9,69.8,9,63.4,6.3,Yes,Yes,High,High
Male,18,Public,Near,Postgraduate,High,Yes,6.2,81.8,13,81.5,6.6,No,No,Low,Medium
Male,15,Private,Near,College,Low,Yes,8.8,69.7,6,46.7,6.0,Yes,Yes,Low,Medium
Female,17,Private,Near,High School,Low,Yes,6.7,80.3,5,38.4,7.5,Yes,No,High,Medium
Male,17,Private,Moderate,,Medium,Yes,3.5,89.0,3,71.4,8.4,No,Yes,High,Medium
Female,18,Private,Moderate,High School,Medium,Yes,4.2,79.4,8,75.4,8.6,Yes,No,Medium,Medium
Male,16,Public,Moderate,High School,Low,No,6.2,75.3,0,57.2,6.6,Yes,No,Medium,Medium
Female,18,Private,Far,High School,High,Yes,5.9,82.4,9,59.3,7.4,Yes,Yes,High,Medium
Male,17,Public,Moderate,High School,Medium,Yes,3.8,88.4,8,56.6,7.5,Yes,No,High,Medium
Female,17,Public,Near,High School,High,Yes,2.0,66.7,8,55.0,7.7,No,No,High,Medium
Female,16,Public,Near,College,High,No,11.6,83.1,7,78.4,5.9,Yes,No,Low,Medium
Female,16,Public,Far,,High,Yes,4.7,95.8,12,50.3,9.2,Yes,No,High,Medium
Female,16,Public,Near,,Medium,Yes,4.3,86.9,9,64.0,8.1,No,No,Low,Medium
Male,18,Public,Near,None,Medium,Yes,5.2,80.7,4,54.4,8.1,No,No,High,Medium
Female,16,Private,Moderate,High School,Medium,Yes,4.5,87.7,4,46.2,8.4,No,Yes,Low,Low
Male,17,Public,Near,,Low,No,5.2,85.4,2,81.1,7.6,No,Yes,Medium,Medium
Male,17,Public,Far,Postgraduate,Medium,Yes,7.6,89.0,8,60.2,5.8,No,Yes,Medium,Medium
Male,15,Private,Moderate,High School,Medium,No,4.8,55.7,2,70.8,6.8,No,No,High,Medium
Male,18,Public,Near,College,,Yes,2.7,61.4,10,45.4,5.0,No,Yes,Medium,Low
Female,15,Public,Far,High School,Medium,Yes,4.7,92.1,11,56.9,7.5,No,No,Low,Low
Female,17,Public,Near,High School,High,No,4.1,61.9,2,79.3,6.8,No,Yes,High,Medium
Male,15,Public,Near,None,Low,Yes,7.8,84.8,5,100.0,7.0,Yes,Yes,Medium,Medium
Male,17,Public,Near,High School,,Yes,7.3,75.8,6,38.4,8.4,No,Yes,Medium,Medium
Female,15,Public,Near,,Medium,Yes,5.2,68.0,10,65.0,6.5,No,No,High,Medium
Male,16,Public,Moderate,High School,High,Yes,2.4,84.2,12,74.2,6.7,No,No,Medium,Low
Male,15,Public,Near,,Medium,Yes,2.5,82.4,0,58.8,7.0,Yes,No,High,Medium
Male,16,Public,Near,None,Low,No,5.0,100.0,5,80.7,4.8,Yes,No,Medium,Medium
Female,16,Public,Near,College,Medium,No,5.7,72.5,5,55.0,6.7,Yes,No,High,Medium
Female,18,Public,Moderate,High School,High,Yes,4.3,97.3,0,70.3,4.0,Yes,No,High,Medium
Male,16,Private,Far,,High,Yes,4.0,84.2,4,60.2,6.3,Yes,No,Medium,Medium
Male,16,Public,Near,College,Medium,Yes,3.8,72.1,8,86.3,8.0,Yes,No,High,Medium
Female,15,Public,Near,High School,Medium,Yes,5.0,89.6,5,57.9,7.5,Yes,Yes,Medium,Medium
Female,17,Private,Near,High School,Medium,Yes,0.2,86.8,0,62.7,6.3,Yes,No,High,Medium
Male,18,Public,Near,College,Low,Yes,2.8,80.4,17,82.2,7.0,No,Yes,High,Medium
Female,16,Public,Moderate,Postgraduate,High,Yes,3.7,83.2,7,52.6,5.7,No,Yes,Medium,Medium
Male,18,Public,Moderate,High School,High,Yes,7.4,72.8,6,69.0,7.0,Yes,No,Medium,Medium
Male,15,Private,Near,None,High,Yes,3.4,70.1,2,40.7,10.0,No,No,High,Medium
Female,16,Private,Near,Postgraduate,Medium,Yes,5.4,89.1,7,51.7,9.2,Yes,Yes,Low,Medium
Male,15,Public,Near,High School,Low,No,5.5,77.3,5,73.7,7.1,Yes,No,Medium,Medium
Female,18,Private,Moderate,College,Medium,Yes,7.6,79.0,0,53.1,7.2,No,No,Medium,Medium
Male,15,Public,Near,High School,High,Yes,7.5,83.4,2,59.8,5.8,No,No,Low,Medium
Male,18,Public,Far,High School,High,Yes,4.9,83.2,9,75.4,6.0,No,No,High,Medium
Female,15,Public,Moderate,College,Low,Yes,4.0,62.8,14,59.3,7.4,Yes,No,Medium,Low
Male,18,Public,Near,College,Medium,Yes,3.7,95.4,7,80.3,6.4,No,Yes,Medium,Medium
Female,17,Private,Moderate,High School,Medium,Yes,4.5,81.5,10,71.2,8.1,Yes,Yes,High,Medium
Male,15,Public,Far,College,Medium,No,4.1,77.6,5,74.5,8.9,Yes,Yes,Medium,Medium
Male,15,Public,Moderate,College,High,Yes,6.1,85.2,6,86.6,7.4,Yes,No,Medium,Medium
Male,17,Private,Near,College,Medium,Yes,5.8,82.8,10,72.8,7.1,No,No,High,Medium
Female,17,Public,Near,None,High,Yes,6.2,89.2,13,91.1,5.0,Yes,No,High,High
Male,15,Public,Far,College,Medium,No,7.5,86.5,11,81.7,7.9,Yes,No,High,Medium
Female,17,Public,Moderate,College,High,No,8.7,88.6,2,60.1,5.6,No,No,Low,Medium
Male,16,Private,Moderate,College,Medium,No,5.2,96.2,6,87.4,6.5,Yes,Yes,Low,Medium
Female,18,Private,Far,College,High,Yes,7.2,90.6,7,72.0,8.2,Yes,Yes,Medium,Medium
Male,18,Public,Far,High School,Medium,No,4.3,78.1,5,62.1,8.2,Yes,No,Low,Medium
Female,18,Private,Far,College,Medium,Yes,7.4,66.5,8,72.2,6.4,Yes,No,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,7.1,100.0,9,84.7,6.5,No,No,Medium,Medium
Female,17,Private,Moderate,None,Medium,No,7.0,77.1,10,74.8,6.2,No,No,Medium,Medium
Female,17,Public,Moderate,High School,Medium,No,5.2,74.3,13,95.3,5.6,Yes,No,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,3.7,59.2,5,84.3,6.2,Yes,No,Medium,Medium
Female,17,Private,Moderate,College,High,Yes,2.2,84.1,1,75.8,5.1,No,Yes,Medium,Medium
Male,15,Public,Near,High School,Low,Yes,4.9,81.8,7,52.6,7.8,Yes,No,Low,Low
Male,16,Public,Moderate,College,High,Yes,8.1,61.8,14,65.3,7.5,No,Yes,Medium,Medium
Female,18,Public,Moderate,,High,Yes,4.4,85.4,4,69.1,7.7,Yes,Yes,Medium,Medium
Female,18,Private,Near,College,Low,No,6.6,74.0,9,78.4,5.9,Yes,Yes,High,Medium
Female,18,Public,Moderate,Postgraduate,High,Yes,6.7,100.0,9,77.6,5.6,No,No,High,High
Male,17,Public,Near,Postgraduate,Medium,No,4.4,73.2,7,70.5,7.1,No,No,High,Medium
Male,15,Public,Near,None,Low,No,7.6,74.8,6,69.8,7.1,Yes,No,Medium,Medium
Male,15,Public,Near,College,Medium,Yes,0.0,69.5,2,78.8,6.8,Yes,No,Low,Low
Female,16,Public,Near,High School,High,No,2.6,95.3,0,55.1,6.7,Yes,Yes,Low,Medium
Male,17,Private,Moderate,Postgraduate,Low,Yes,3.2,75.5,2,93.4,9.1,Yes,No,High,Medium
Male,16,Private,Moderate,High School,Medium,Yes,3.4,71.3,4,37.3,7.5,No,No,Low,Low
Male,15,Public,Moderate,Postgraduate,Medium,Yes,5.7,88.5,10,89.8,9.4,No,No,Medium,Medium
Male,15,Public,Far,College,High,Yes,5.6,63.4,6,67.3,8.5,Yes,Yes,Low,Low
Female,18,Public,Near,College,Low,No,5.8,87.5,4,83.0,9.0,Yes,No,Low,Medium
Male,17,Public,Near,None,High,No,6.2,100.0,2,73.5,5.7,No,Yes,High,High
Female,15,Private,Far,High School,High,Yes,3.1,86.8,9,73.2,7.7,Yes,No,Medium,Medium
Male,18,Public,Near,College,High,No,2.6,87.7,11,76.3,6.5,No,No,Medium,Medium
Male,17,Public,Far,None,High,Yes,5.8,90.4,10,80.1,5.0,No,No,Low,Medium
Male,16,Private,Far,College,High,No,3.7,100.0,8,63.1,8.8,No,Yes,Medium,Medium
Male,17,Public,Moderate,None,Low,Yes,1.9,94.5,0,83.5,6.6,No,Yes,High,Medium
Male,17,Public,Far,College,Medium,Yes,6.9,85.3,5,51.7,5.7,No,Yes,Medium,Medium
Male,15,Public,Near,High School,Medium,Yes,7.8,90.8,14,67.9,6.5,No,No,High,Medium
Female,15,Private,Near,College,Medium,Yes,8.1,69.4,10,80.5,6.0,Yes,No,Low,Medium
Male,17,Private,Moderate,College,Medium,Yes,5.4,89.3,0,82.9,6.2,No,No,Medium,Medium
Female,15,Public,Near,High School,Medium,No,6.3,67.9,6,74.9,6.7,Yes,No,High,High
Female,15,Private,Far,High School,Medium,Yes,7.7,75.6,7,62.1,9.1,Yes,Yes,High,Medium
Female,15,Public,Near,None,High,No,3.7,43.0,3,81.5,6.2,Yes,Yes,Low,Low
Male,18,Public,Moderate,College,Low,Yes,7.2,84.8,0,58.0,9.0,No,Yes,Low,Medium
Male,18,Public,Moderate,College,High,Yes,5.6,72.3,6,94.3,8.0,Yes,No,Medium,Medium
Male,17,Public,Moderate,College,Medium,Yes,6.8,93.3,3,66.7,7.5,No,No,Low,Medium
Male,15,Public,Near,College,Medium,Yes,5.4,84.7,3,44.9,7.9,No,No,Low,Medium
Female,18,Public,Near,High School,High,Yes,7.6,93.5,5,50.1,7.0,Yes,No,Medium,Medium
Male,17,Public,Far,,Medium,Yes,5.4,67.0,5,68.7,8.5,No,Yes,Medium,Medium
Male,15,Public,Near,None,Medium,Yes,2.0,92.5,6,70.1,7.7,No,Yes,High,Medium
Female,16,Public,Far,,Medium,Yes,7.9,100.0,2,97.5,5.0,No,No,Low,Medium
Female,15,Private,Moderate,Postgraduate,Medium,No,3.1,89.2,5,52.4,7.4,Yes,No,High,Medium
Female,15,Public,Moderate,Postgraduate,High,Yes,7.5,89.5,0,68.6,7.9,No,Yes,High,High
Male,18,Public,Moderate,High School,High,Yes,4.8,82.0,7,52.1,6.7,No,Yes,High,Medium
Male,17,Public,Near,College,Low,Yes,7.4,73.7,0,60.6,7.2,Yes,No,High,Medium
Male,17,Public,Moderate,College,Low,No,7.3,89.1,5,93.3,6.3,Yes,No,High,High
Male,18,Private,Far,High School,Medium,No,5.9,61.9,10,51.0,5.3,Yes,Yes,High,Medium
Male,15,Public,Near,None,Low,Yes,6.0,75.0,2,76.8,5.1,No,No,Medium,Medium
Male,16,Public,Far,None,Medium,Yes,5.8,58.7,9,73.9,5.2,Yes,Yes,Medium,Medium
Male,15,Private,Moderate,College,Low,Yes,1.0,71.6,11,67.6,7.8,Yes,No,High,Medium
Male,15,Public,Near,,Medium,Yes,5.2,87.7,0,75.8,4.0,No,Yes,Medium,Medium
Male,16,Public,Near,College,Low,Yes,2.8,86.1,5,50.6,6.2,Yes,Yes,Low,Low
Female,18,Public,Far,None,Medium,No,5.3,80.6,0,92.8,6.1,No,Yes,High,Medium
Female,17,Private,Near,High School,High,Yes,2.7,82.0,6,96.9,6.7,Yes,Yes,Medium,Medium
Female,18,Public,Far,College,Medium,Yes,2.6,57.4,6,68.7,4.8,Yes,No,High,Medium
Male,18,Public,Far,College,High,No,8.2,75.5,0,100.0,7.5,Yes,No,Low,Medium
Male,15,Public,Near,College,High,Yes,7.1,71.8,14,62.0,5.5,No,No,Medium,Medium
Male,17,Public,Near,College,Medium,Yes,5.0,72.1,7,74.0,8.4,No,No,Low,Low
Female,17,Public,Moderate,None,Low,Yes,5.4,87.2,3,89.5,6.3,No,Yes,High,Medium
Female,18,Public,Near,College,High,Yes,4.5,69.7,12,61.1,6.9,No,Yes,Low,Low
Male,16,Public,Moderate,College,High,No,6.1,72.7,0,47.3,7.0,Yes,No,High,Medium
Female,18,Private,Near,High School,High,Yes,3.6,55.0,1,43.8,7.3,Yes,No,Low,Low
Male,16,Private,Moderate,College,Low,Yes,7.0,76.5,0,98.9,7.0,Yes,Yes,Low,Medium
Female,17,Public,Moderate,High School,High,Yes,4.5,66.9,13,60.1,6.5,No,No,Low,Low
Female,18,Private,Near,None,Medium,No,4.2,81.0,7,65.2,7.4,No,No,Medium,Medium
Female,15,Public,Near,,High,Yes,5.0,68.6,9,51.3,7.6,Yes,Yes,Medium,Low
Female,18,Public,Near,High School,High,Yes,3.8,81.3,7,82.2,6.1,No,No,Low,Medium
Female,17,Public,Near,High School,Medium,No,5.7,78.3,8,56.3,7.5,No,No,Medium,Low
Male,15,Private,Moderate,High School,High,Yes,3.9,100.0,6,60.6,8.4,Yes,Yes,Low,Medium
Female,15,Private,Far,College,Medium,Yes,5.9,86.0,7,72.5,7.8,No,Yes,High,Medium
Male,16,Public,Near,College,High,Yes,7.4,57.9,6,52.0,8.1,Yes,No,Low,Medium
Female,15,Private,Moderate,High School,Medium,Yes,3.6,64.8,4,65.3,7.2,No,Yes,Medium,Medium
Female,15,Public,Moderate,None,High,Yes,4.7,80.7,6,89.0,5.9,Yes,Yes,Medium,Medium
Female,18,Private,Near,College,Low,Yes,5.9,68.8,7,74.4,6.0,Yes,No,High,Medium
Male,17,Private,Near,High School,High,Yes,4.1,44.4,6,70.0,7.4,Yes,No,High,Medium
Female,16,Public,Far,High School,Medium,Yes,5.9,96.2,0,71.2,8.1,No,Yes,High,Medium
Female,18,Private,Moderate,Postgraduate,Medium,Yes,6.1,88.6,1,62.2,10.0,No,No,Low,Medium
Female,15,Public,Moderate,College,Medium,Yes,7.2,86.3,10,97.9,8.2,Yes,No,High,High
Male,15,Public,Moderate,Postgraduate,High,Yes,3.8,72.7,5,55.8,5.6,No,Yes,High,Medium
Male,16,Public,Near,,Low,No,3.1,85.1,8,71.2,6.1,No,No,High,Medium
Male,17,Public,Moderate,High School,Medium,Yes,4.4,71.5,2,69.7,9.7,No,No,Medium,Medium
Male,16,Private,Moderate,College,Medium,No,3.1,82.5,0,83.1,6.7,Yes,Yes,High,Medium
Female,18,Private,Moderate,High School,High,Yes,6.1,69.0,3,84.5,7.1,Yes,No,Medium,Medium
Male,16,Public,Near,High School,Low,Yes,2.7,98.2,5,67.5,5.8,No,No,Medium,Medium
Female,15,Private,Near,None,,Yes,9.7,61.2,3,72.4,8.9,Yes,No,Medium,Medium
Male,18,Private,Near,College,Medium,No,7.6,94.8,11,72.9,7.6,Yes,No,Medium,Medium
Male,15,Public,Far,High School,Medium,No,5.0,80.5,7,33.9,6.1,Yes,No,Medium,Low
Female,17,Private,Near,,Medium,Yes,6.7,74.1,13,44.2,5.8,Yes,Yes,Medium,Medium
Female,15,Public,Moderate,Postgraduate,Medium,No,1.7,82.0,8,58.9,7.4,Yes,No,High,Medium
Male,15,Private,Near,College,High,Yes,10.0,88.8,0,59.6,7.1,No,No,Medium,High
Female,16,Public,Near,College,High,Yes,3.8,96.4,10,50.0,8.0,Yes,No,Medium,Medium
Female,15,Public,Moderate,College,Medium,No,4.8,83.8,0,79.2,7.7,Yes,No,Low,Medium
Male,18,Public,Moderate,College,Low,No,1.3,69.3,7,68.0,6.7,Yes,No,High,Medium
Female,18,Public,Moderate,High School,High,No,6.0,80.7,3,64.8,6.3,No,No,Medium,Medium
Female,17,Public,Near,College,Low,Yes,2.8,100.0,15,49.2,6.8,No,Yes,Low,Low
Female,18,Public,Moderate,College,High,Yes,5.2,96.2,12,67.3,6.3,No,Yes,High,Medium
Male,16,Public,Near,Postgraduate,Medium,Yes,3.9,90.9,3,30.0,6.8,Yes,Yes,Low,Medium
Female,17,Private,Near,College,Medium,Yes,2.8,89.5,5,65.6,,Yes,Yes,Low,Medium
